QueryID Q0 DocumentID Rank BM25Score SystemName
---------------------------------------------------
3 Q0 Space.txt 1 0.0 BM25RankingAlgorithm
3 Q0 List_of_lunar_deities.txt 2 0.0 BM25RankingAlgorithm
3 Q0 Bibcode.txt 3 0.0 BM25RankingAlgorithm
3 Q0 Lake_Balaton.txt 4 0.0 BM25RankingAlgorithm
3 Q0 Long_focus_lens.txt 5 0.0 BM25RankingAlgorithm
3 Q0 Estudios_San_Miguel.txt 6 0.0 BM25RankingAlgorithm
3 Q0 English_Channel.txt 7 0.0 BM25RankingAlgorithm
3 Q0 Magnetic_pressure.txt 8 0.0 BM25RankingAlgorithm
3 Q0 Sardis.txt 9 0.0 BM25RankingAlgorithm
3 Q0 Dynamics_(mechanics).txt 10 0.0 BM25RankingAlgorithm
3 Q0 Libration.txt 11 0.0 BM25RankingAlgorithm
3 Q0 Laurentian_Codex.txt 12 0.0 BM25RankingAlgorithm
3 Q0 Seismology.txt 13 0.0 BM25RankingAlgorithm
3 Q0 Jeremy_Spake.txt 14 0.0 BM25RankingAlgorithm
3 Q0 Natural_phenomenon.txt 15 0.0 BM25RankingAlgorithm
3 Q0 BBC_One_%27Balloon%27_idents.txt 16 0.0 BM25RankingAlgorithm
3 Q0 Apollo_Lunar_Surface_Experiments_Package.txt 17 0.0 BM25RankingAlgorithm
3 Q0 Highly_charged_ion.txt 18 0.0 BM25RankingAlgorithm
3 Q0 Lunar_dome.txt 19 0.0 BM25RankingAlgorithm
3 Q0 List_of_mountains_on_the_Moon.txt 20 0.0 BM25RankingAlgorithm
3 Q0 Flood_(mythology).txt 21 0.0 BM25RankingAlgorithm
3 Q0 Topography_of_the_Moon.txt 22 0.0 BM25RankingAlgorithm
3 Q0 List_of_valleys_on_the_Moon.txt 23 0.0 BM25RankingAlgorithm
3 Q0 Transit_(astronomy).txt 24 0.0 BM25RankingAlgorithm
3 Q0 John_Fiske_(philosopher).txt 25 0.0 BM25RankingAlgorithm
3 Q0 Book_of_Joshua.txt 26 0.0 BM25RankingAlgorithm
3 Q0 List_of_missions_to_the_Moon.txt 27 0.0 BM25RankingAlgorithm
3 Q0 Good_Friday.txt 28 0.0 BM25RankingAlgorithm
3 Q0 Nodal_period.txt 29 0.0 BM25RankingAlgorithm
3 Q0 Steady_state.txt 30 0.0 BM25RankingAlgorithm
3 Q0 Black_moon.txt 31 0.0 BM25RankingAlgorithm
3 Q0 John_Russell_Hind.txt 32 0.0 BM25RankingAlgorithm
3 Q0 Library_of_Congress_Control_Number.txt 33 0.0 BM25RankingAlgorithm
3 Q0 Dark_moon.txt 34 0.0 BM25RankingAlgorithm
3 Q0 Selenography.txt 35 0.0 BM25RankingAlgorithm
3 Q0 Doordarshan.txt 36 0.0 BM25RankingAlgorithm
3 Q0 Ancient_Greek.txt 37 0.0 BM25RankingAlgorithm
3 Q0 State_equation.txt 38 0.0 BM25RankingAlgorithm
3 Q0 Cambridge_University_Press.txt 39 0.0 BM25RankingAlgorithm
3 Q0 Kelvin.txt 40 0.0 BM25RankingAlgorithm
3 Q0 Tourism_on_the_Moon.txt 41 0.0 BM25RankingAlgorithm
3 Q0 Gravitation_of_the_Moon.txt 42 0.0 BM25RankingAlgorithm
3 Q0 Tidal_range.txt 43 0.0 BM25RankingAlgorithm
3 Q0 The_Moon_is_made_of_green_cheese.txt 44 0.0 BM25RankingAlgorithm
3 Q0 Fortnight.txt 45 0.0 BM25RankingAlgorithm
3 Q0 List_of_lunar_probes.txt 46 0.0 BM25RankingAlgorithm
