QueryID Q0 DocumentID Rank BM25Score SystemName
---------------------------------------------------
1 Q0 Naked_eye.txt 1 3.0460078366671253 BM25RankingAlgorithm
1 Q0 Dark_moon.txt 2 3.0143295114539406 BM25RankingAlgorithm
1 Q0 List_of_unsolved_problems_in_physics.txt 3 2.8769349909530693 BM25RankingAlgorithm
1 Q0 Supra-arcade_downflows.txt 4 2.7148081140038696 BM25RankingAlgorithm
1 Q0 Lunar_terminator.txt 5 2.7033039879759895 BM25RankingAlgorithm
1 Q0 Far_side_of_the_Moon.txt 6 2.5829799787750094 BM25RankingAlgorithm
1 Q0 Corona.txt 7 2.511392923491929 BM25RankingAlgorithm
1 Q0 Solar_corona.txt 8 2.5109240363310037 BM25RankingAlgorithm
1 Q0 Solar_transition_region.txt 9 2.4955018390676713 BM25RankingAlgorithm
1 Q0 Sunspot.txt 10 2.4603443484348997 BM25RankingAlgorithm
1 Q0 Astronomy.txt 11 2.4213719584068483 BM25RankingAlgorithm
1 Q0 Joseph_von_Fraunhofer.txt 12 2.389542850869331 BM25RankingAlgorithm
1 Q0 Daguerreotype.txt 13 2.344046989880959 BM25RankingAlgorithm
1 Q0 Lunar_mare.txt 14 2.340134322051136 BM25RankingAlgorithm
1 Q0 Earthshine.txt 15 2.314443100215696 BM25RankingAlgorithm
1 Q0 Lunar_phase.txt 16 2.20897962805762 BM25RankingAlgorithm
1 Q0 Supergranulation.txt 17 2.166080026475718 BM25RankingAlgorithm
1 Q0 Near_side_of_the_Moon.txt 18 2.14218818605231 BM25RankingAlgorithm
1 Q0 Spicule_(solar_physics).txt 19 2.1407690588847084 BM25RankingAlgorithm
1 Q0 List_of_solar_eclipses_visible_from_China.txt 20 2.1040076181691747 BM25RankingAlgorithm
1 Q0 Civil_twilight.txt 21 2.102372349081433 BM25RankingAlgorithm
1 Q0 List_of_maria_on_the_Moon.txt 22 2.067501267031095 BM25RankingAlgorithm
1 Q0 Lunar_observation.txt 23 1.9934184114814726 BM25RankingAlgorithm
1 Q0 Solar_dynamo.txt 24 1.9796400097716227 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_May_3,_1715.txt 25 1.974433717700228 BM25RankingAlgorithm
1 Q0 Black_Sun_(mythology).txt 26 1.9737565035563938 BM25RankingAlgorithm
1 Q0 Black_Sea.txt 27 1.9641626953333602 BM25RankingAlgorithm
1 Q0 General_relativity.txt 28 1.95085534455531 BM25RankingAlgorithm
1 Q0 Transit_of_Deimos_from_Mars.txt 29 1.938469477818158 BM25RankingAlgorithm
1 Q0 Earthlight_(astronomy).txt 30 1.9275287873969762 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_May_10,_1994.txt 31 1.8284441080691 BM25RankingAlgorithm
1 Q0 New_moon.txt 32 1.8171809473906813 BM25RankingAlgorithm
1 Q0 Lunation.txt 33 1.8161388675670564 BM25RankingAlgorithm
1 Q0 Shadow_bands.txt 34 1.8142325130117531 BM25RankingAlgorithm
1 Q0 Penumbra.txt 35 1.8120877316663373 BM25RankingAlgorithm
1 Q0 Umbra.txt 36 1.8120877316663373 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_August_12,_2045.txt 37 1.8076866049409426 BM25RankingAlgorithm
1 Q0 Infrared.txt 38 1.7953936217196969 BM25RankingAlgorithm
1 Q0 Spectroscope.txt 39 1.6588461032119595 BM25RankingAlgorithm
1 Q0 Chronology_of_the_ancient_Near_East.txt 40 1.6406703045694142 BM25RankingAlgorithm
1 Q0 Limb_darkening.txt 41 1.6135056832144485 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_July_28,_1851.txt 42 1.599535344860235 BM25RankingAlgorithm
1 Q0 Vulcan_(hypothetical_planet).txt 43 1.581539301847715 BM25RankingAlgorithm
1 Q0 Occultation.txt 44 1.5471817928038427 BM25RankingAlgorithm
1 Q0 Zodiacal_light.txt 45 1.4983782273984365 BM25RankingAlgorithm
1 Q0 List_of_lunar_features.txt 46 1.4718059956408114 BM25RankingAlgorithm
1 Q0 Forbidden_line.txt 47 1.4596815341931064 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_1_May_1185.txt 48 1.4472313279521338 BM25RankingAlgorithm
1 Q0 Coronagraph.txt 49 1.4458954180202157 BM25RankingAlgorithm
1 Q0 Equator.txt 50 1.4344587750648012 BM25RankingAlgorithm
1 Q0 Solar_eclipse_of_August_1,_2008.txt 51 1.4313010613445947 BM25RankingAlgorithm
1 Q0 Stellar_classification.txt 52 1.4194017161243315 BM25RankingAlgorithm
1 Q0 Magnitude_of_eclipse.txt 53 1.412747010376532 BM25RankingAlgorithm
1 Q0 Sunlight.txt 54 1.4092635214276 BM25RankingAlgorithm
1 Q0 Spectral_line.txt 55 1.4074779971257374 BM25RankingAlgorithm
1 Q0 Magnitude_of_an_eclipse.txt 56 1.407018641161167 BM25RankingAlgorithm
1 Q0 Absorption_line.txt 57 1.4059881226138011 BM25RankingAlgorithm
1 Q0 Ancient_Greece.txt 58 1.4011396277523258 BM25RankingAlgorithm
1 Q0 Sparta.txt 59 1.3936053519219807 BM25RankingAlgorithm
1 Q0 Gravitational_lens.txt 60 1.391621942000159 BM25RankingAlgorithm
1 Q0 Lunar_crater.txt 61 1.376009675116855 BM25RankingAlgorithm
1 Q0 Coronal_loop.txt 62 1.3550670871635755 BM25RankingAlgorithm
1 Q0 Coronal_loops.txt 63 1.353686050606334 BM25RankingAlgorithm
1 Q0 Man_in_the_Moon.txt 64 1.2493411179621392 BM25RankingAlgorithm
1 Q0 Lunar_eclipse.txt 65 1.230294248792551 BM25RankingAlgorithm
1 Q0 Moon.txt 66 1.1882960629007842 BM25RankingAlgorithm
1 Q0 Retina.txt 67 1.1580042479849333 BM25RankingAlgorithm
1 Q0 Geology_of_the_Moon.txt 68 1.0884591872784397 BM25RankingAlgorithm
1 Q0 Lunar_water.txt 69 1.043679102721283 BM25RankingAlgorithm
1 Q0 Solar_eclipse.txt 70 1.0375037527859974 BM25RankingAlgorithm
1 Q0 International_Space_Station.txt 71 0.9895829324089718 BM25RankingAlgorithm
1 Q0 Plasma_(physics).txt 72 0.9214574771190522 BM25RankingAlgorithm
1 Q0 Cassini%E2%80%93Huygens.txt 73 0.9034469356537645 BM25RankingAlgorithm
1 Q0 Solar_phenomena.txt 74 0.8920613540051863 BM25RankingAlgorithm
1 Q0 Solar_activity.txt 75 0.8914626332778268 BM25RankingAlgorithm
1 Q0 Solar_observation.txt 76 0.8793977169926024 BM25RankingAlgorithm
1 Q0 Wang_Chong.txt 77 0.87763275455018 BM25RankingAlgorithm
1 Q0 Taurus_(constellation).txt 78 0.8305817374481815 BM25RankingAlgorithm
1 Q0 Pinhole_camera.txt 79 0.809477671895096 BM25RankingAlgorithm
1 Q0 FR_Yugoslavia.txt 80 0.7972834373526652 BM25RankingAlgorithm
1 Q0 Aristotle.txt 81 0.7832648189224273 BM25RankingAlgorithm
1 Q0 Star.txt 82 0.7664897225026983 BM25RankingAlgorithm
1 Q0 Moon_landing_conspiracy_theories.txt 83 0.7549980866473148 BM25RankingAlgorithm
1 Q0 Planetary_objects_proposed_in_religion,_astrology,_ufology_and_pseudoscience.txt 84 0.7522543310307017 BM25RankingAlgorithm
