QueryID Q0 DocumentID Rank BM25Score SystemName
---------------------------------------------------
8 Q0 Mursili%27s_eclipse.txt 1 9.766212793956793 BM25RankingAlgorithm
8 Q0 Eclipse_season.txt 2 9.68202790718012 BM25RankingAlgorithm
8 Q0 Eclipse_cycle.txt 3 9.676175778322358 BM25RankingAlgorithm
8 Q0 Magnitude_of_an_eclipse.txt 4 9.671953431190344 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_15,_2010.txt 5 9.669529677922029 BM25RankingAlgorithm
8 Q0 Eclipse_of_Thales.txt 6 9.669053135343423 BM25RankingAlgorithm
8 Q0 Magnitude_of_eclipse.txt 7 9.665552853506469 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_10,_2021.txt 8 9.660302492691596 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_1,_2008.txt 9 9.654735408159109 BM25RankingAlgorithm
8 Q0 Solar_eclipses_in_fiction.txt 10 9.650321788158914 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_21,_2017.txt 11 9.638099441219628 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_1_May_1185.txt 12 9.627608220627131 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_22,_2009.txt 13 9.627188954069236 BM25RankingAlgorithm
8 Q0 Lunar_eclipse.txt 14 9.623703808394552 BM25RankingAlgorithm
8 Q0 Eclipse.txt 15 9.623090959344248 BM25RankingAlgorithm
8 Q0 Solar_eclipse.txt 16 9.62217260637077 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_1,_1943.txt 17 9.609553518358242 BM25RankingAlgorithm
8 Q0 Saros_(astronomy).txt 18 9.607270161675094 BM25RankingAlgorithm
8 Q0 Saros_cycle.txt 19 9.606864404830324 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_1,_2011.txt 20 9.606533644653192 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_21,_2039.txt 21 9.60472263131548 BM25RankingAlgorithm
8 Q0 List_of_solar_eclipses_in_the_21st_century.txt 22 9.597563817492976 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_14,_1945.txt 23 9.597292163405406 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_20,_2012.txt 24 9.58836979864678 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_11,_2010.txt 25 9.576650476351945 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_16,_2186.txt 26 9.57342993993487 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_16,_1972.txt 27 9.57104194500609 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_April_29,_2014.txt 28 9.56822851766248 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_20,_1963.txt 29 9.56641003557452 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_5,_1935.txt 30 9.565052377964042 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_3,_1715.txt 31 9.564064312874498 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_December_14,_1955.txt 32 9.563821087042708 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_20,_1944.txt 33 9.5621676920975 BM25RankingAlgorithm
8 Q0 Solar_viewer.txt 34 9.560359718267426 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_September_12,_2034.txt 35 9.558131405612517 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_March_20,_2015.txt 36 9.557827706980227 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_October_3,_2005.txt 37 9.553630304863914 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_December_14,_1917.txt 38 9.54694707787576 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_November_4,_2097.txt 39 9.546180444924381 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_11,_1999.txt 40 9.544112995862887 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_March_7,_1970.txt 41 9.54362077627035 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_11,_1991.txt 42 9.541465866276472 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_April_19,_2004.txt 43 9.541350158961142 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_October_14,_2023.txt 44 9.541300260494848 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_18,_1868.txt 45 9.541176378775505 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_8,_1918.txt 46 9.540730004989024 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_February_7,_2008.txt 47 9.53867062627488 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_3,_1927.txt 48 9.537755601429112 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_21,_2031.txt 49 9.536990443884317 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_November_13,_2012.txt 50 9.53163565782029 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_February_26,_1979.txt 51 9.530661568502062 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_31,_2049.txt 52 9.52796752870422 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_November_22,_1919.txt 53 9.527871425241349 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_April_19,_1939.txt 54 9.527818120048835 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_March_9,_2016.txt 55 9.527096640847477 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_30,_1973.txt 56 9.52668156563969 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_22,_1879.txt 57 9.525527795177606 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_December_2,_1937.txt 58 9.523276626061918 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_8,_1937.txt 59 9.520700078695786 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_July_9,_1945.txt 60 9.519071763829126 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_December_25,_1935.txt 61 9.514092667644029 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_5,_1954.txt 62 9.51333130191154 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_17,_1882.txt 63 9.512877273790824 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_13,_2132.txt 64 9.50915914712858 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_9,_2032.txt 65 9.508765665278371 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_September_22,_2006.txt 66 9.508765665278371 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_August_22,_1979.txt 67 9.508060255601332 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_20,_1955.txt 68 9.506241966685097 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_24,_1778.txt 69 9.50577220192042 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_March_17,_1904.txt 70 9.505724341343896 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_November_4,_2078.txt 71 9.504204408822464 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_January_4,_1992.txt 72 9.503886011907714 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_March_29,_2006.txt 73 9.502722669184072 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_May_30,_1984.txt 74 9.502684962287253 BM25RankingAlgorithm
8 Q0 Solar_eclipse_of_June_28,_1908.txt 75 9.502684962287253 BM25RankingAlgorithm
